0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,64,63,57,25,25,41,41,25,25,59,59,57,59
0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,57,57,25,25,25,25,25,25,59,66,65,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,66,65,57,25,25,25,25,25,25,59,64,63,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,59,64,63,57,25,25,41,41,25,25,59,59,57,59
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,57,57,25,25,25,25,25,25,59,66,65,59
0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,59,66,65,57,25,25,25,25,25,25,59,64,63,59
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,69,55,55,69,55,55,55,55,55,55,55,69,55,55,56,0,0,0,0,59,64,63,57,25,25,41,41,25,25,59,66,65,66
0,0,54,55,69,55,55,55,69,55,55,56,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,57,25,25,25,25,25,25,25,25,25,25,25,58,25,25,25,25,25,66,55,56,0,3,59,59,57,57,25,29,25,25,25,25,59,64,61,61
3,0,57,25,25,25,25,25,25,25,25,59,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,57,25,25,90,26,26,25,25,25,25,25,25,58,25,25,71,25,25,25,25,59,0,0,59,66,65,57,25,25,25,25,25,25,59,59,64,61
0,0,67,25,25,25,25,25,25,25,25,66,55,55,69,55,55,55,55,55,55,69,55,55,55,56,0,67,25,25,90,26,26,25,25,25,25,25,25,53,25,25,79,77,77,73,25,68,0,0,59,64,63,57,25,25,41,41,25,25,59,59,59,64
0,0,57,25,37,25,38,25,25,25,25,25,42,25,25,25,25,25,25,25,25,25,25,25,25,68,0,57,25,25,90,26,26,25,25,25,25,25,25,58,25,25,25,25,25,78,44,59,0,0,59,59,57,57,25,25,25,25,25,25,59,59,59,59
0,0,57,25,25,25,25,25,25,25,25,64,61,61,61,61,61,61,70,61,61,61,61,63,25,59,0,57,25,25,25,25,25,25,25,25,25,25,25,58,25,25,25,25,25,64,61,62,0,0,59,66,65,57,25,25,25,25,25,30,59,59,59,66
0,3,67,25,25,25,25,25,25,25,25,59,0,0,0,0,0,0,0,0,0,0,0,57,40,59,0,60,61,70,61,70,61,70,61,61,61,63,36,64,61,61,70,61,61,62,0,0,0,0,59,64,63,57,25,25,41,41,25,25,59,59,66,55
0,0,57,25,25,25,25,25,25,25,25,59,0,0,3,0,0,2,0,0,0,3,0,67,25,59,0,0,0,0,0,0,0,0,0,0,0,57,36,59,0,0,0,0,0,0,0,0,0,0,59,59,57,57,25,25,25,25,25,25,59,66,55,55
0,0,60,61,70,61,61,61,70,61,61,62,0,0,0,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,2,0,0,0,57,36,59,0,0,3,0,0,0,0,0,3,0,59,66,65,57,28,25,25,25,25,25,59,64,61,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,25,68,0,2,0,0,3,0,0,0,0,1,0,57,86,59,0,0,0,0,0,0,0,0,0,0,59,64,63,57,25,25,41,41,25,25,59,59,64,61
0,1,0,0,3,54,55,69,55,55,55,69,55,55,55,69,55,55,56,0,0,0,0,57,40,59,0,0,0,0,0,0,0,0,0,0,0,57,36,59,0,0,0,0,0,2,0,0,0,0,59,59,57,57,25,25,25,25,25,25,59,59,59,58
0,0,0,0,0,57,74,81,75,77,74,71,75,77,74,27,75,77,59,0,0,3,0,67,25,59,0,54,55,69,55,69,55,69,55,55,55,65,36,66,55,55,56,0,0,0,0,3,0,0,59,66,65,57,25,25,25,25,25,25,59,59,66,55
0,0,3,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,68,0,0,0,0,57,25,59,0,57,25,25,25,25,25,25,25,59,25,25,25,25,25,25,66,55,56,0,0,0,0,0,59,64,63,57,25,25,41,41,25,25,59,66,55,55
0,54,55,69,55,65,25,25,25,25,25,25,25,25,25,25,25,25,59,0,0,0,0,57,25,59,0,67,25,25,25,25,25,108,25,59,25,108,25,25,25,25,25,25,59,0,0,0,1,0,59,59,57,57,25,25,25,25,25,25,66,55,55,55
0,57,43,43,43,43,25,25,25,25,25,25,25,25,25,25,25,25,66,55,55,55,55,65,25,68,0,57,25,42,25,25,25,59,25,59,25,59,25,25,25,25,25,25,68,0,0,0,0,0,59,66,65,57,25,25,25,25,25,92,79,76,77,77
0,67,43,43,43,43,25,25,25,25,25,25,25,25,25,25,39,25,25,25,51,87,25,25,25,59,0,57,25,42,25,25,25,114,25,114,25,114,25,25,25,25,25,25,68,0,0,3,0,0,59,64,63,57,25,25,25,25,25,92,79,75,77,77
0,67,90,43,43,43,25,25,25,64,61,61,61,61,63,25,25,25,64,61,61,61,61,63,25,59,0,67,25,25,25,25,25,59,25,110,25,59,25,25,25,25,25,25,59,0,0,0,0,0,59,59,57,57,25,25,25,25,25,25,78,76,77,77
0,57,90,43,43,43,25,25,25,59,64,70,70,63,57,46,25,25,59,0,0,0,0,57,25,59,0,57,25,25,25,25,25,59,25,25,25,59,25,25,25,25,64,61,62,0,0,0,3,2,59,66,65,57,25,25,25,25,25,28,78,75,77,77
0,60,61,70,61,63,25,25,25,59,68,64,63,67,57,73,25,25,59,0,3,0,0,57,42,59,0,60,61,61,63,25,64,61,61,70,61,61,61,70,61,61,62,0,0,0,0,0,0,0,66,55,55,65,28,25,41,41,25,25,75,77,77,77
0,0,0,0,0,67,27,25,25,59,68,66,65,67,57,75,77,77,59,0,0,0,0,57,42,59,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,54,55,69,69,55,55,56,25,25,25,25,76,77,77,77
0,0,0,0,0,67,71,25,25,59,66,69,69,65,57,77,77,77,59,0,0,3,0,60,70,62,0,0,0,0,57,86,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,74,25,25,25,75,66,55,105,25,76,74,76,77,77
0,54,55,69,55,65,25,25,25,66,55,55,55,55,65,25,25,25,59,0,0,0,0,0,0,0,0,0,0,0,57,25,59,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,67,25,27,25,27,25,89,25,25,25,75,73,75,77,77
0,57,44,26,47,26,25,25,25,25,25,25,25,25,25,25,81,25,68,0,0,0,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,67,25,27,27,27,25,64,63,29,25,30,78,76,77,77
0,67,26,50,26,26,25,25,25,25,25,25,25,25,25,25,25,25,59,0,0,0,54,55,55,69,55,55,55,55,65,25,66,55,55,69,55,55,55,69,55,69,55,69,55,56,0,0,0,57,73,25,25,25,76,59,57,77,77,77,74,75,77,77
0,57,51,26,44,26,25,25,25,25,25,25,25,25,25,25,25,76,59,0,3,0,57,74,25,25,75,77,77,74,25,37,25,75,77,77,77,74,25,25,25,25,25,25,75,59,0,0,0,60,61,63,36,64,61,62,60,61,61,61,61,61,61,61
0,57,26,47,26,26,25,25,25,25,25,25,25,25,25,25,94,78,59,0,0,0,67,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,68,0,3,0,0,0,57,36,59,0,0,0,3,2,0,0,0,3,0
0,67,50,26,51,64,61,61,70,61,63,25,64,70,61,61,61,61,62,2,0,0,57,25,104,55,105,25,25,104,55,55,55,105,25,25,25,104,55,55,55,55,55,105,25,59,0,0,0,0,0,57,36,59,0,0,0,0,0,0,0,0,0,0
0,57,26,44,26,59,0,0,0,0,57,85,59,0,0,0,0,0,0,0,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0,0,54,55,55,65,86,66,55,69,55,55,69,55,55,55,56,0
0,60,61,70,61,62,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,67,25,104,55,105,25,104,55,55,105,25,104,55,55,55,55,105,25,104,105,25,25,25,68,0,0,57,25,25,25,25,25,25,25,78,25,25,25,25,25,59,0
0,0,0,0,0,0,0,3,0,0,57,25,59,0,0,1,0,0,0,3,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0,0,57,25,48,25,25,25,25,25,78,25,71,25,71,25,59,0
0,0,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,57,25,104,55,55,55,55,105,25,104,55,105,25,104,105,25,64,70,61,70,61,70,61,62,0,0,67,25,25,25,76,77,77,77,74,25,25,25,25,25,59,0
0,0,0,0,0,0,0,0,0,0,103,43,102,0,0,0,0,3,0,0,0,0,67,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0,0,0,0,0,0,0,0,0,57,25,25,81,74,25,25,25,25,25,25,25,25,25,68,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,104,105,25,104,55,55,55,105,25,104,55,105,25,25,68,0,54,55,55,55,55,56,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0
0,0,3,0,2,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0,57,74,25,25,28,59,0,0,57,47,26,47,26,47,26,47,26,47,26,47,26,47,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,67,25,104,55,55,105,25,25,25,25,104,105,25,25,25,25,68,0,57,25,81,47,25,59,0,0,57,26,47,26,47,26,47,26,47,26,47,26,47,26,59,0
0,0,0,3,0,0,0,0,0,0,101,43,100,0,0,0,0,0,0,0,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0,57,28,25,25,30,59,0,0,57,47,26,47,26,47,26,47,26,47,26,47,26,47,59,0
0,0,0,0,0,0,0,3,0,0,57,25,59,0,0,3,0,0,0,0,0,0,60,61,70,61,61,70,61,61,63,25,64,61,61,70,61,61,62,0,60,61,61,61,61,62,3,0,67,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0
0,0,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,25,68,0
0,2,0,0,54,55,69,55,69,55,65,25,66,55,69,55,55,55,55,55,55,69,55,55,56,0,0,0,0,0,57,25,59,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,57,27,26,27,26,27,26,27,26,27,26,27,26,27,59,0
3,0,0,0,57,75,73,78,25,25,25,25,25,25,25,25,95,27,27,27,25,42,25,81,59,0,0,0,0,0,57,25,59,0,0,3,0,0,0,0,0,1,0,0,0,0,0,54,65,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0
0,0,0,54,65,73,78,78,25,25,25,25,25,25,25,25,90,27,27,27,76,77,77,77,59,0,0,2,0,0,67,25,59,0,0,0,0,0,2,0,0,0,0,0,3,0,0,57,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,0
0,0,0,57,46,78,75,74,25,25,25,40,25,25,25,25,94,27,27,27,78,25,25,72,59,0,0,0,0,0,57,25,59,0,0,3,0,0,0,0,0,3,0,0,0,0,0,57,25,64,61,61,61,70,61,61,61,61,70,61,61,61,62,0
0,0,54,65,25,75,77,73,25,25,25,25,25,25,76,77,79,77,77,77,74,25,25,25,59,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,25,59,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,60,63,25,25,25,78,25,25,25,25,25,25,78,25,78,26,26,25,25,25,25,25,59,54,55,69,55,55,65,86,66,55,55,69,55,55,55,69,55,56,0,0,0,0,0,57,36,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,57,25,25,25,75,77,77,77,25,77,77,74,25,78,26,26,25,25,25,25,25,66,65,25,25,25,42,25,41,25,42,25,25,25,25,25,25,25,59,0,0,0,3,0,67,36,68,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,54,65,25,25,25,90,25,25,25,25,25,25,25,25,75,77,77,93,25,25,25,37,89,25,25,25,25,42,25,25,25,42,25,25,25,25,25,25,25,59,0,0,0,0,0,57,36,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,3,60,63,25,25,25,78,25,25,25,25,25,25,25,25,25,90,25,25,25,25,25,25,64,61,61,70,61,61,61,70,61,61,61,70,61,61,61,70,61,62,0,0,0,0,0,67,25,68,0,0,3,0,0,0,3,0,0,0,0,0,0,0
0,0,0,57,44,50,51,78,25,25,25,25,25,25,25,25,76,77,77,93,25,25,25,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,57,25,59,0,0,0,0,1,0,0,0,0,0,2,0,3,0
0,0,1,57,94,94,94,78,25,25,25,25,25,25,25,25,78,25,25,25,25,25,25,30,59,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,60,61,61,61,63,25,25,25,25,25,25,64,61,61,63,37,64,61,61,70,61,62,0,0,0,0,0,3,0,0,0,0,54,55,55,69,55,55,55,69,55,55,55,55,65,86,66,55,55,55,69,55,55,55,55,69,55,55,55,56,0
0,0,0,3,0,0,0,60,61,70,61,61,70,61,62,0,0,57,85,59,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,57,43,25,43,25,43,25,43,25,43,25,43,25,37,25,43,25,43,25,43,25,43,25,43,25,43,25,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,57,25,43,25,43,25,43,25,43,25,43,25,43,25,43,25,43,25,43,25,43,25,43,25,43,25,43,59,0
0,54,55,69,55,55,55,69,55,56,0,0,0,0,0,3,0,57,25,59,0,0,3,0,54,55,69,55,55,55,55,69,55,55,55,65,43,25,43,25,43,25,43,25,43,25,43,94,43,25,43,25,43,25,43,25,81,71,83,25,43,25,68,0
0,67,25,25,42,25,42,25,25,59,0,0,2,0,0,0,0,57,25,59,0,0,0,0,67,25,25,25,25,25,25,25,25,25,25,90,25,43,25,43,25,43,25,43,25,43,25,78,25,76,77,73,25,43,25,43,75,73,25,43,25,43,59,0
0,57,25,25,25,26,25,25,25,59,0,0,0,0,0,1,0,57,25,59,0,0,0,0,57,25,90,90,26,90,90,26,90,90,25,90,43,25,43,25,43,25,76,77,73,25,43,78,43,78,43,78,76,77,77,77,77,74,43,25,43,25,59,0
0,60,61,63,26,25,26,64,61,62,0,0,0,0,0,0,0,57,25,59,0,3,0,0,67,25,90,90,26,90,90,26,90,90,25,90,25,43,25,43,25,43,78,43,78,43,25,78,47,78,25,78,78,43,25,43,25,43,25,43,25,43,59,0
0,2,0,57,93,90,92,59,0,0,0,0,0,3,0,0,0,57,25,59,0,0,0,0,57,25,25,25,25,25,25,25,25,25,25,90,43,25,43,25,43,25,78,25,78,76,77,79,77,74,43,78,78,25,43,25,43,25,43,25,43,25,68,0
0,0,0,57,25,25,25,59,0,0,0,0,0,0,0,0,0,57,25,59,0,0,0,0,60,61,70,61,61,61,61,70,61,63,90,90,25,43,25,43,25,43,78,43,78,78,25,43,25,43,25,78,78,43,90,90,90,43,25,90,90,43,59,0
0,0,3,57,93,90,92,66,55,56,0,1,0,0,0,3,0,57,25,59,0,0,1,0,0,0,0,0,0,0,0,0,0,57,90,90,43,25,43,25,43,25,78,25,75,74,43,25,43,25,43,78,78,25,90,90,90,25,43,90,90,25,59,0
0,54,55,65,25,25,25,25,75,59,0,0,0,0,0,0,0,57,25,59,0,0,0,0,0,0,3,0,0,0,0,3,0,57,90,90,25,43,25,43,25,43,78,43,25,43,25,43,25,43,25,90,90,43,25,43,25,43,25,43,25,43,59,0
0,67,47,25,25,25,94,25,25,66,55,55,55,55,55,55,55,65,25,66,55,55,55,55,55,55,55,55,55,55,55,55,55,65,90,64,61,61,61,70,61,61,61,61,70,61,61,61,61,70,61,61,61,61,61,61,70,61,61,61,70,61,62,0
0,57,46,25,25,25,78,25,25,89,25,25,25,25,25,39,25,39,25,38,25,38,25,25,25,25,25,25,25,90,90,90,90,90,90,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,60,61,70,61,61,61,70,61,61,61,61,61,70,61,61,61,61,70,61,61,61,61,70,61,61,61,61,61,61,61,61,61,61,61,62,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
